timestamp_utc,category,title,author,info_url,torrent_name,reason
"2026-04-01T00:24:29Z","Ebooks - Urban Fantasy","A Spell for Saints and Sinners by Emily Carpenter","Emily Carpenter","https://www.myanonamouse.net/t/1231648","A Spell for Saints and Sinners by Emily Carpenter [English / epub]","author_not_allowlisted"
"2026-04-01T00:34:38Z","Ebooks - General Fiction","American Han by Lisa Lee","Lisa Lee","https://www.myanonamouse.net/t/1231657","American Han by Lisa Lee [English / epub]","author_not_allowlisted"
"2026-04-01T00:37:05Z","Ebooks - Fantasy","Ashlani's Reincarnation: A Monster Evolution LitRPG by Ben Denton","Ben Denton","https://www.myanonamouse.net/t/1231658","Ashlani's Reincarnation: A Monster Evolution LitRPG by Ben Denton [English / epub]","author_not_allowlisted"
"2026-04-01T00:41:16Z","Ebooks - Fantasy","Ashlani's Reincarnation 2 by Ben Denton","Ben Denton","https://www.myanonamouse.net/t/1231660","Ashlani's Reincarnation 2 by Ben Denton [English / epub]","author_not_allowlisted"
"2026-04-01T01:13:34Z","Ebooks - Fantasy","The Forgotten Profession by Alex Kosh","Alex Kosh","https://www.myanonamouse.net/t/1231682","The Forgotten Profession by Alex Kosh [English / epub]","author_not_allowlisted"
"2026-04-01T01:37:27Z","Ebooks - Fantasy","Rearing by Julia Huni, Lia Huni","Julia Huni","https://www.myanonamouse.net/t/1231695","A Blacksmith's Guide to Dragon-Rearing by Julia Huni, Lia Huni [English / epub]","author_not_allowlisted"
"2026-04-01T02:44:35Z","Ebooks - Fantasy","Reinitializing the Apocalypse by Timothy McGowen","Timothy McGowen","https://www.myanonamouse.net/t/1231729","Reinitializing the Apocalypse by Timothy McGowen [English / epub]","author_not_allowlisted"
"2026-04-01T03:01:34Z","Ebooks - Science Fiction","The Celestial Seas by T.A. Chan","T A Chan","https://www.myanonamouse.net/t/1231733","The Celestial Seas by T A Chan [English / epub]","author_not_allowlisted"
"2026-04-01T08:41:06Z","Ebooks - Science Fiction","Back To Future by George Gipe","George Gipe","https://www.myanonamouse.net/t/1231760","Back To Future by George Gipe [English / epub]","author_not_allowlisted"
"2026-04-01T08:42:52Z","Ebooks - Science Fiction","Back To The Future, Part 2 by Craig Shaw Gardner","Craig Shaw Gardner","https://www.myanonamouse.net/t/1231761","Back To The Future, Part 2 by Craig Shaw Gardner [English / epub]","author_not_allowlisted"
"2026-04-01T08:44:33Z","Ebooks - Science Fiction","Back To The Future, Part 3 by Craig Shaw Gardner","Craig Shaw Gardner","https://www.myanonamouse.net/t/1231762","Back To The Future, Part 3 by Craig Shaw Gardner [English / epub]","author_not_allowlisted"
"2026-04-01T10:06:05Z","Ebooks - Fantasy","The Villain’s White Halo Vol. 1 by Hao Da Yi Juan Wei Sheng Zhi","Hao Da Yi Juan Wei Sheng Zhi","https://www.myanonamouse.net/t/1231769","The Villain’s White Halo Vol. 1 by Hao Da Yi Juan Wei Sheng Zhi [English / epub]","author_not_allowlisted"
"2026-04-01T14:38:32Z","Ebooks - General Fiction","Salt River Road by Molly Schmidt","Molly Schmidt","https://www.myanonamouse.net/t/1231790","Salt River Road by Molly Schmidt [English / epub]","author_not_allowlisted"
"2026-04-01T15:06:05Z","Ebooks - Urban Fantasy","Between Floors by W.R. Gingell","W R Gingell","https://www.myanonamouse.net/t/1231797","Between Floors by W R Gingell [English / epub]","author_not_allowlisted"
"2026-04-01T15:06:58Z","Ebooks - General Fiction","Strange Girls: A Novel by Sarvat Hasin","Sarvat Hasin","https://www.myanonamouse.net/t/1231798","Strange Girls: A Novel by Sarvat Hasin [English / epub]","author_not_allowlisted"
"2026-04-01T15:08:00Z","Ebooks - Urban Fantasy","Between Shifts by W.R. Gingell","W R Gingell","https://www.myanonamouse.net/t/1231799","Between Shifts by W R Gingell [English / epub]","author_not_allowlisted"
"2026-04-01T15:14:18Z","Ebooks - General Fiction","I Give You My Silence: A Novel by Mario Vargas Llosa","Mario Vargas Llosa","https://www.myanonamouse.net/t/1231800","I Give You My Silence: A Novel by Mario Vargas Llosa [English / epub]","author_not_allowlisted"
"2026-04-01T19:11:05Z","Ebooks - Fantasy","Thoroughly Fogged by H.C. Mills","H C Mills","https://www.myanonamouse.net/t/1231828","Thoroughly Fogged by H C Mills [English / epub]","author_not_allowlisted"
"2026-04-01T20:17:23Z","Ebooks - Science Fiction","Fallout by Sam J Fires","Sam J Fires","https://www.myanonamouse.net/t/1231836","Fallout by Sam J Fires [English / epub]","author_not_allowlisted"
