timestamp_utc,category,title,author,info_url,torrent_name,reason
"2026-03-31T01:18:46Z","Ebooks - Science Fiction","The Last Corsair by Mark Voss","Mark Voss","https://www.myanonamouse.net/t/1231335","The Last Corsair by Mark Voss [English / epub]","author_not_allowlisted"
"2026-03-31T01:19:22Z","Ebooks - Science Fiction","Dead Men Launch No Ships by Mark Voss","Mark Voss","https://www.myanonamouse.net/t/1231336","Dead Men Launch No Ships by Mark Voss [English / epub]","author_not_allowlisted"
"2026-03-31T01:19:55Z","Ebooks - Science Fiction","Salvage Rights by Mark Voss","Mark Voss","https://www.myanonamouse.net/t/1231337","Salvage Rights by Mark Voss [English / epub]","author_not_allowlisted"
"2026-03-31T01:21:13Z","Ebooks - Science Fiction","Echoes of a Plague Moon by Mark Voss","Mark Voss","https://www.myanonamouse.net/t/1231338","Echoes of a Plague Moon by Mark Voss [English / epub]","author_not_allowlisted"
"2026-03-31T01:21:13Z","Ebooks - Science Fiction","The Quiet Rebellion by Mark Voss","Mark Voss","https://www.myanonamouse.net/t/1231339","The Quiet Rebellion by Mark Voss [English / epub]","author_not_allowlisted"
"2026-03-31T02:09:48Z","Ebooks - Fantasy","Archmage's Ire by Pirateaba","Pirateaba","https://www.myanonamouse.net/t/1231348","Archmage's Ire by Pirateaba [English / epub]","author_not_allowlisted"
"2026-03-31T04:42:22Z","Ebooks - Fantasy","Glavin","Lara Messersmith-Glavin","https://www.myanonamouse.net/t/1231389","Ruiner by Lara Messersmith-Glavin [English / epub]","author_not_allowlisted"
"2026-03-31T04:45:33Z","Ebooks - Fantasy","Storm Over by Sophie Keetch","Sophie Keetch","https://www.myanonamouse.net/t/1231391","Storm Over by Sophie Keetch [English / epub]","author_not_allowlisted"
"2026-03-31T04:47:35Z","Ebooks - Fantasy","The Geomagician by Jennifer Mandula","Jennifer Mandula","https://www.myanonamouse.net/t/1231393","The Geomagician by Jennifer Mandula [English / epub]","author_not_allowlisted"
"2026-03-31T06:23:06Z","Ebooks - General Fiction","Keith Waterhouse: Collected Plays by Keith Waterhouse","Keith Waterhouse","https://www.myanonamouse.net/t/1231404","Keith Waterhouse: Collected Plays by Keith Waterhouse [English / epub]","author_not_allowlisted"
"2026-03-31T09:30:04Z","Ebooks - General Fiction","City of Rats by Copi","Copi","https://www.myanonamouse.net/t/1231425","City of Rats by Copi [English / epub]","author_not_allowlisted"
"2026-03-31T09:40:44Z","Ebooks - Fantasy","Duskbound by Parker Lennox, Bree Grenwich","Parker Lennox","https://www.myanonamouse.net/t/1231427","Duskbound by Parker Lennox, Bree Grenwich [English / epub]","author_not_allowlisted"
"2026-03-31T11:54:28Z","Ebooks - Fantasy","Starside by Alex Aster","Alex Aster","https://www.myanonamouse.net/t/1231450","Starside by Alex Aster [English / epub]","author_not_allowlisted"
"2026-03-31T12:03:04Z","Ebooks - Fantasy","The Faraway Inn by Sarah Beth Durst","Sarah Beth Durst","https://www.myanonamouse.net/t/1231451","The Faraway Inn by Sarah Beth Durst [English / epub]","author_not_allowlisted"
"2026-03-31T13:12:54Z","Ebooks - Fantasy","The Hunter’s Code 17 by Oleg Kalugin, Yuri Vinokuroff","Oleg Kalugin","https://www.myanonamouse.net/t/1231458","The Hunter’s Code 17 by Oleg Kalugin, Yuri Vinokuroff [English / epub]","author_not_allowlisted"
"2026-03-31T13:44:34Z","Ebooks - General Fiction","Sunbirds by Mirandi Riwoe","Mirandi Riwoe","https://www.myanonamouse.net/t/1231465","Sunbirds by Mirandi Riwoe [English / epub]","author_not_allowlisted"
"2026-03-31T13:55:56Z","Ebooks - General Fiction","Browne","Laura McPhee-Browne","https://www.myanonamouse.net/t/1231470","Little Plum by Laura McPhee-Browne [English / epub]","author_not_allowlisted"
"2026-03-31T13:58:51Z","Ebooks - General Fiction","Creative Differences and Other Stories by Graeme Simsion","Graeme Simsion","https://www.myanonamouse.net/t/1231472","Creative Differences and Other Stories by Graeme Simsion [English / epub]","author_not_allowlisted"
"2026-03-31T14:02:03Z","Ebooks - Science Fiction","Dalton","Lily Brooks-Dalton","https://www.myanonamouse.net/t/1231473","Ruins by Lily Brooks-Dalton [English / epub]","author_not_allowlisted"
"2026-03-31T14:39:08Z","Ebooks - Science Fiction","Beach Ball Space Haul by Jack Bodett","Jack Bodett","https://www.myanonamouse.net/t/1231488","Beach Ball Space Haul by Jack Bodett [English / epub]","author_not_allowlisted"
"2026-03-31T15:22:58Z","Ebooks - Fantasy","A Widow’s Charm by Caitlyn Paxson","Caitlyn Paxson","https://www.myanonamouse.net/t/1231495","A Widow’s Charm by Caitlyn Paxson [English / epub]","author_not_allowlisted"
"2026-03-31T15:31:16Z","Ebooks - General Fiction","Mothers and Other Strangers by Corey Ann Haydu","Corey Ann Haydu","https://www.myanonamouse.net/t/1231496","Mothers and Other Strangers by Corey Ann Haydu [English / epub]","author_not_allowlisted"
"2026-03-31T15:56:52Z","Ebooks - Fantasy","That Time I Got Reincarnated as a Slime, Vol. 22 by Fuse, Mitz Vah","Fuse","https://www.myanonamouse.net/t/1231499","That Time I Got Reincarnated as a Slime, Vol. 22 by Fuse, Mitz Vah [English / epub]","author_not_allowlisted"
"2026-03-31T17:01:42Z","Ebooks - General Fiction","Upward Bound: A Novel by Woody Brown","Woody Brown","https://www.myanonamouse.net/t/1231508","Upward Bound: A Novel by Woody Brown [English / epub]","author_not_allowlisted"
"2026-03-31T18:21:39Z","Ebooks - Science Fiction","Defend the Galaxy by B.A. Gillies","B A Gillies","https://www.myanonamouse.net/t/1231553","Defend the Galaxy by B A Gillies [English / epub]","author_not_allowlisted"
"2026-03-31T18:27:48Z","Ebooks - Science Fiction","Stand for the Galaxy by B.A. Gillies","B A Gillies","https://www.myanonamouse.net/t/1231556","Stand for the Galaxy by B A Gillies [English / epub]","author_not_allowlisted"
"2026-03-31T18:40:26Z","Ebooks - Fantasy","Gladesbale Grove by Edwin M Griffiths","Edwin M Griffiths","https://www.myanonamouse.net/t/1231559","Gladesbale Grove by Edwin M Griffiths [English / epub]","author_not_allowlisted"
"2026-03-31T20:01:44Z","Ebooks - Fantasy","Accidental Bond by Mika Nix","Mika Nix","https://www.myanonamouse.net/t/1231578","Accidental Bond by Mika Nix [English / epub, pdf]","author_not_allowlisted"
"2026-03-31T20:04:08Z","Ebooks - Fantasy","Accidental Magic by Mika Nix","Mika Nix","https://www.myanonamouse.net/t/1231579","Accidental Magic by Mika Nix [English / epub, pdf]","author_not_allowlisted"
"2026-03-31T20:36:22Z","Ebooks - Fantasy","Newt and Demon 5 by Edwin M Griffiths","Edwin M Griffiths","https://www.myanonamouse.net/t/1231592","Newt and Demon 5 by Edwin M Griffiths [English / epub]","author_not_allowlisted"
