timestamp_utc,category,title,author,info_url,torrent_name,reason
"2026-03-30T01:10:50Z","Ebooks - General Fiction","Variations on a Dream by Angelique Lalonde","Angelique Lalonde","https://www.myanonamouse.net/t/1231084","Variations on a Dream by Angelique Lalonde [English / epub]","author_not_allowlisted"
"2026-03-30T12:35:01Z","Ebooks - Fantasy","Sol Anchor Omnibus: Books 1-4 by Benjamin Darr","Benjamin Darr","https://www.myanonamouse.net/t/1231166","Sol Anchor Omnibus: Books 1-4 by Benjamin Darr [English / epub]","ignored_author"
"2026-03-30T14:26:07Z","Ebooks - General Fiction","The Year of Living Dangerously by Christopher Koch","Christopher Koch","https://www.myanonamouse.net/t/1231196","The Year of Living Dangerously by Christopher Koch [English / epub]","author_not_allowlisted"
"2026-03-30T14:36:10Z","Ebooks - Science Fiction","Lord Anguish by Sydney Jane Baily","Sydney Jane Baily","https://www.myanonamouse.net/t/1231198","Lord Anguish by Sydney Jane Baily [English / epub]","author_not_allowlisted"
"2026-03-30T14:59:54Z","Ebooks - General Fiction","Man Alone by John Mulgan","John Mulgan","https://www.myanonamouse.net/t/1231201","Man Alone by John Mulgan [English / epub]","author_not_allowlisted"
"2026-03-30T15:33:52Z","Ebooks - General Fiction","I Hope You Find What You're Looking For: A Novel by Bsrat Mezghebe","Bsrat Mezghebe","https://www.myanonamouse.net/t/1231207","I Hope You Find What You're Looking For: A Novel by Bsrat Mezghebe [English / epub]","author_not_allowlisted"
"2026-03-30T15:37:58Z","Ebooks - Fantasy","This Kingdom Will Not Kill Me maggie the Undying, 1 by Ilona Andrews","Ilona Andrews","https://www.myanonamouse.net/t/1231209","This Kingdom Will Not Kill Me (maggie the Undying, 1) by Ilona Andrews [English / epub]","author_not_allowlisted"
"2026-03-30T15:46:05Z","Ebooks - Fantasy","Reaper's Resurgence 5 by Shane Purdy","Shane Purdy","https://www.myanonamouse.net/t/1231212","Reaper's Resurgence 5 by Shane Purdy [English / epub]","author_not_allowlisted"
"2026-03-30T17:21:06Z","Ebooks - Fantasy","Seashimmer's Choice by Wendy Metcalfe","Wendy Metcalfe","https://www.myanonamouse.net/t/1231247","Seashimmer's Choice by Wendy Metcalfe [English / epub]","author_not_allowlisted"
"2026-03-30T17:21:06Z","Ebooks - Fantasy","Seashimmer's Challenge by Wendy Metcalfe","Wendy Metcalfe","https://www.myanonamouse.net/t/1231249","Seashimmer's Challenge by Wendy Metcalfe [English / epub]","author_not_allowlisted"
"2026-03-30T17:21:06Z","Ebooks - Fantasy","Seashimmer's Quest by Wendy Metcalfe","Wendy Metcalfe","https://www.myanonamouse.net/t/1231248","Seashimmer's Quest by Wendy Metcalfe [English / epub]","author_not_allowlisted"
"2026-03-30T17:42:00Z","Ebooks - Fantasy","Skandar and the Secret Element by A.F. Steadman","A F Steadman","https://www.myanonamouse.net/t/1231256","Skandar and the Secret Element by A F Steadman [English / epub]","author_not_allowlisted"
"2026-03-30T18:04:23Z","Ebooks - Fantasy","This Damsel Is Not in Distress by Tee Harlowe","Tee Harlowe","https://www.myanonamouse.net/t/1231262","This Damsel Is Not in Distress by Tee Harlowe [English / epub]","author_not_allowlisted"
"2026-03-30T18:23:05Z","Ebooks - Fantasy","The Noob Returns by Ryan Rimmel","Ryan Rimmel","https://www.myanonamouse.net/t/1231267","The Noob Returns by Ryan Rimmel [English / epub]","author_not_allowlisted"
